,ROI,Networks,t-value mean
0,7Networks_LH_Vis_1,VIS,0.9482822155731067
1,7Networks_LH_Vis_2,VIS,0.3898673819714348
2,7Networks_LH_Vis_3,VIS,1.3113615642631786
3,7Networks_LH_Vis_4,VIS,0.09681996941413099
4,7Networks_LH_Vis_5,VIS,0.6572005026299383
5,7Networks_LH_Vis_6,VIS,0.6779061014211687
6,7Networks_LH_Vis_7,VIS,-0.14596708897551192
7,7Networks_LH_Vis_8,VIS,1.6036404309812606
8,7Networks_LH_Vis_9,VIS,1.4485415604423273
9,7Networks_LH_Vis_10,VIS,0.7558926629706889
10,7Networks_LH_Vis_11,VIS,1.1628960926246663
11,7Networks_LH_Vis_12,VIS,1.649932113592828
12,7Networks_LH_Vis_13,VIS,0.6480928212209724
13,7Networks_LH_Vis_14,VIS,0.8523256573081526
14,7Networks_LH_SomMot_1,SOM,1.0704371696255737
15,7Networks_LH_SomMot_2,SOM,-0.07259975001782026
16,7Networks_LH_SomMot_3,SOM,-0.09819878307937548
17,7Networks_LH_SomMot_4,SOM,0.8134992337823166
18,7Networks_LH_SomMot_5,SOM,0.7806316229085866
19,7Networks_LH_SomMot_6,SOM,0.5972194744476624
20,7Networks_LH_SomMot_7,SOM,1.206755373174801
21,7Networks_LH_SomMot_8,SOM,1.547034875738306
22,7Networks_LH_SomMot_9,SOM,1.1104948906529128
23,7Networks_LH_SomMot_10,SOM,0.35226136715490386
24,7Networks_LH_SomMot_11,SOM,1.2631269356853692
25,7Networks_LH_SomMot_12,SOM,0.41717239946484064
26,7Networks_LH_SomMot_13,SOM,0.8708316673142927
27,7Networks_LH_SomMot_14,SOM,0.7073467127523859
28,7Networks_LH_SomMot_15,SOM,0.8907686307655825
29,7Networks_LH_SomMot_16,SOM,0.77189364836164
30,7Networks_LH_DorsAttn_Post_1,DAN,1.6207460313997677
31,7Networks_LH_DorsAttn_Post_2,DAN,1.8142581788900722
32,7Networks_LH_DorsAttn_Post_3,DAN,1.5668343411000978
33,7Networks_LH_DorsAttn_Post_4,DAN,1.760311184866807
34,7Networks_LH_DorsAttn_Post_5,DAN,1.6233697018867856
35,7Networks_LH_DorsAttn_Post_6,DAN,1.289302889154583
36,7Networks_LH_DorsAttn_Post_7,DAN,0.5903084607079374
37,7Networks_LH_DorsAttn_Post_8,DAN,0.6687109330928321
38,7Networks_LH_DorsAttn_Post_9,DAN,0.3400570502268351
39,7Networks_LH_DorsAttn_Post_10,DAN,0.557331742609826
40,7Networks_LH_DorsAttn_FEF_1,DAN,0.9690339184916679
